0	-6.39343	
0.0005	-6.42395	
0.001	-6.45447	
0.0015	-6.46973	
0.002	-6.45447	
0.0025	-6.42395	
0.003	-6.36292	
0.0035	-6.30188	
0.004	-6.21033	
0.0045	-6.11877	
0.005	-6.02722	
0.0055	-5.92041	
0.006	-5.82886	
0.0065	-5.7373	
0.007	-5.64575	
0.0075	-5.5542	
0.008	-5.47791	
0.0085	-5.40161	
0.009	-5.34058	
0.0095	-5.27954	
0.01	-5.21851	
0.0105	-5.17273	
0.011	-5.12695	
0.0115	-5.09644	
0.012	-5.06592	
0.0125	-5.06592	
0.013	-5.05066	
0.0135	-5.06592	
0.014	-5.08118	
0.0145	-5.12695	
0.015	-5.17273	
0.0155	-5.24902	
0.016	-5.34058	
0.0165	-5.46265	
0.017	-5.56946	
0.0175	-5.69153	
0.018	-5.8136	
0.0185	-5.92041	
0.019	-6.04248	
0.0195	-6.14929	
0.02	-6.2561	
0.0205	-6.34766	
0.021	-6.43921	
0.0215	-6.5155	
0.022	-6.5918	
0.0225	-6.66809	
0.023	-6.72913	
0.0235	-6.80542	
0.024	-6.86646	
0.0245	-6.92749	
0.025	-6.97327	
0.0255	-7.0343	
0.026	-7.08008	
0.0265	-7.12585	
0.027	-7.15637	
0.0275	-7.18689	
0.028	-7.21741	
0.0285	-7.23267	
0.029	-7.23267	
0.0295	-7.23267	
0.03	-7.21741	
0.0305	-7.18689	
0.031	-7.15637	
0.0315	-7.09534	
0.032	-7.0343	
0.0325	-6.94275	
0.033	-6.83594	
0.0335	-6.69861	
0.034	-6.54602	
0.0345	-6.37817	
0.035	-6.21033	
0.0355	-6.02722	
0.036	-5.85937	
0.0365	-5.69153	
0.037	-5.5542	
0.0375	-5.43213	
0.038	-5.32532	
0.0385	-5.26428	
0.039	-5.21851	
0.0395	-5.18799	
0.04	-5.18799	
0.0405	-5.21851	
0.041	-5.24902	
0.0415	-5.2948	
0.042	-5.35583	
0.0425	-5.43213	
0.043	-5.50842	
0.0435	-5.58472	
0.044	-5.67627	
0.0445	-5.76782	
0.045	-5.87463	
0.0455	-6.01196	
0.046	-6.14929	
0.0465	-6.31714	
0.047	-6.50024	
0.0475	-6.71387	
0.048	-6.94275	
0.0485	-7.18689	
0.049	-7.44629	
0.0495	-7.70569	
0.05	-7.96509	
0.0505	-8.23975	
0.051	-8.49915	
0.0515	-8.75854	
0.052	-9.00269	
0.0525	-9.23157	
0.053	-9.46045	
0.0535	-9.67407	
0.054	-9.87244	
0.0545	-10.0555	
0.055	-10.2234	
0.0555	-10.376	
0.056	-10.5133	
0.0565	-10.6201	
0.057	-10.6964	
0.0575	-10.7422	
0.058	-10.7574	
0.0585	-10.7422	
0.059	-10.6812	
0.0595	-10.6049	
0.06	-10.4828	
0.0605	-10.3302	
0.061	-10.1624	
0.0615	-9.99451	
0.062	-9.8114	
0.0625	-9.61304	
0.063	-9.42993	
0.0635	-9.21631	
0.064	-9.01794	
0.0645	-8.81958	
0.065	-8.63647	
0.0655	-8.45337	
0.066	-8.255	
0.0665	-8.08716	
0.067	-7.90405	
0.0675	-7.75146	
0.068	-7.61414	
0.0685	-7.52258	
0.069	-7.47681	
0.0695	-7.47681	
0.07	-7.50732	
0.0705	-7.5531	
0.071	-7.59888	
0.0715	-7.64465	
0.072	-7.67517	
0.0725	-7.70569	
0.073	-7.72095	
0.0735	-7.70569	
0.074	-7.69043	
0.0745	-7.64465	
0.075	-7.56836	
0.0755	-7.47681	
0.076	-7.35474	
0.0765	-7.21741	
0.077	-7.04956	
0.0775	-6.86646	
0.078	-6.66809	
0.0785	-6.46973	
0.079	-6.27136	
0.0795	-6.08826	
0.08	-5.90515	
0.0805	-5.76782	
0.081	-5.66101	
0.0815	-5.61523	
0.082	-5.59998	
0.0825	-5.63049	
0.083	-5.69153	
0.0835	-5.7373	
0.084	-5.7373	
0.0845	-5.67627	
0.085	-5.53894	
0.0855	-5.32532	
0.086	-5.09644	
0.0865	-4.83704	
0.087	-4.60815	
0.0875	-4.44031	
0.088	-4.34875	
0.0885	-4.34875	
0.089	-4.44031	
0.0895	-4.62341	
0.09	-4.82178	
0.0905	-5.0354	
0.091	-5.18799	
0.0915	-5.26428	
0.092	-5.24902	
0.0925	-5.15747	
0.093	-4.98962	
0.0935	-4.76074	
0.094	-4.50134	
0.0945	-4.24194	
0.095	-3.98254	
0.0955	-3.75366	
0.096	-3.5553	
0.0965	-3.35693	
0.097	-3.17383	
0.0975	-3.00598	
0.098	-2.83813	
0.0985	-2.68555	
0.099	-2.50244	
0.0995	-2.31934	
0.1	-2.13623	
0.1005	-1.92261	
0.101	-1.69373	
0.1015	-1.44958	
0.102	-1.19019	
0.1025	-0.930786	
0.103	-0.656128	
0.1035	-0.427246	
0.104	-0.228882	
0.1045	-0.106812	
0.105	-0.0762939	
0.1055	-0.12207	
0.106	-0.244141	
0.1065	-0.411987	
0.107	-0.595093	
0.1075	-0.778198	
0.108	-0.961304	
0.1085	-1.12915	
0.109	-1.31226	
0.1095	-1.49536	
0.11	-1.69373	
0.1105	-1.93787	
0.111	-2.19727	
0.1115	-2.50244	
0.112	-2.83813	
0.1125	-3.20435	
0.113	-3.60107	
0.1135	-3.9978	
0.114	-4.39453	
0.1145	-4.79126	
0.115	-5.18799	
0.1155	-5.5542	
0.116	-5.88989	
0.1165	-6.19507	
0.117	-6.46973	
0.1175	-6.68335	
0.118	-6.86646	
0.1185	-7.01904	
0.119	-7.1106	
0.1195	-7.18689	
0.12	-7.21741	
0.1205	-7.21741	
0.121	-7.21741	
0.1215	-7.17163	
0.122	-7.12585	
0.1225	-7.06482	
0.123	-6.98853	
0.1235	-6.89697	
0.124	-6.79016	
0.1245	-6.65283	
0.125	-6.53076	
0.1255	-6.39343	
0.126	-6.2561	
0.1265	-6.11877	
0.127	-6.01196	
0.1275	-5.92041	
0.128	-5.84412	
0.1285	-5.79834	
0.129	-5.75256	
0.1295	-5.70679	
0.13	-5.69153	
0.1305	-5.66101	
0.131	-5.63049	
0.1315	-5.59998	
0.132	-5.56946	
0.1325	-5.53894	
0.133	-5.50842	
0.1335	-5.50842	
0.134	-5.52368	
0.1345	-5.5542	
0.135	-5.61523	
0.1355	-5.69153	
0.136	-5.78308	
0.1365	-5.87463	
0.137	-5.98145	
0.1375	-6.08826	
0.138	-6.19507	
0.1385	-6.30188	
0.139	-6.42395	
0.1395	-6.5155	
0.14	-6.62231	
0.1405	-6.71387	
0.141	-6.79016	
0.1415	-6.8512	
0.142	-6.91223	
0.1425	-6.97327	
0.143	-7.01904	
0.1435	-7.06482	
0.144	-7.09534	
0.1445	-7.12585	
0.145	-7.15637	
0.1455	-7.18689	
0.146	-7.21741	
0.1465	-7.23267	
0.147	-7.24792	
0.1475	-7.27844	
0.148	-7.2937	
0.1485	-7.2937	
0.149	-7.2937	
0.1495	-7.2937	
0.15	-7.26318	
0.1505	-7.23267	
0.151	-7.18689	
0.1515	-7.12585	
0.152	-7.06482	
0.1525	-6.98853	
0.153	-6.88171	
0.1535	-6.7749	
0.154	-6.63757	
0.1545	-6.48499	
0.155	-6.3324	
0.1555	-6.16455	
0.156	-5.9967	
0.1565	-5.82886	
0.157	-5.67627	
0.1575	-5.53894	
0.158	-5.41687	
0.1585	-5.32532	
0.159	-5.24902	
