0	-4.42505
0.0005	-4.47083
0.001	-4.53186
0.0015	-4.5929
0.002	-4.65393
0.0025	-4.71497
0.003	-4.776
0.0035	-4.85229
0.004	-4.91333
0.0045	-4.97437
0.005	-5.0354
0.0055	-5.12695
0.006	-5.23376
0.0065	-5.37109
0.007	-5.52368
0.0075	-5.67627
0.008	-5.82886
0.0085	-5.96619
0.009	-6.08826
0.0095	-6.19507
0.01	-6.28662
0.0105	-6.34766
0.011	-6.39343
0.0115	-6.40869
0.012	-6.42395
0.0125	-6.40869
0.013	-6.39343
0.0135	-6.36292
0.014	-6.31714
0.0145	-6.27136
0.015	-6.21033
0.0155	-6.14929
0.016	-6.08826
0.0165	-5.9967
0.017	-5.88989
0.0175	-5.75256
0.018	-5.56946
0.0185	-5.37109
0.019	-5.12695
0.0195	-4.85229
0.02	-4.56238
0.0205	-4.24194
0.021	-3.92151
0.0215	-3.58582
0.022	-3.26538
0.0225	-2.94495
0.023	-2.62451
0.0235	-2.31934
0.024	-2.02942
0.0245	-1.7395
0.025	-1.44958
0.0255	-1.19019
0.026	-0.930786
0.0265	-0.717163
0.027	-0.534058
0.0275	-0.411987
0.028	-0.350952
0.0285	-0.335693
0.029	-0.38147
0.0295	-0.488281
0.03	-0.640869
0.0305	-0.854492
0.031	-1.12915
0.0315	-1.43433
0.032	-1.80054
0.0325	-2.21252
0.033	-2.65503
0.0335	-3.11279
0.034	-3.60107
0.0345	-4.05884
0.035	-4.5166
0.0355	-4.92859
0.036	-5.2948
0.0365	-5.63049
0.037	-5.93567
0.0375	-6.21033
0.038	-6.48499
0.0385	-6.74438
0.039	-7.00378
0.0395	-7.24792
0.04	-7.49207
0.0405	-7.70569
0.041	-7.90405
0.0415	-8.05664
0.042	-8.17871
0.0425	-8.255
0.043	-8.27026
0.0435	-8.255
0.044	-8.17871
0.0445	-8.0719
0.045	-7.91931
0.0455	-7.73621
0.046	-7.53784
0.0465	-7.2937
0.047	-7.0343
0.0475	-6.75964
0.048	-6.45447
0.0485	-6.13403
0.049	-5.8136
0.0495	-5.47791
0.05	-5.15747
0.0505	-4.82178
0.051	-4.50134
0.0515	-4.18091
0.052	-3.89099
0.0525	-3.63159
0.053	-3.38745
0.0535	-3.17383
0.054	-2.99072
0.0545	-2.83813
0.055	-2.70081
0.0555	-2.59399
0.056	-2.48718
0.0565	-2.39563
0.057	-2.31934
0.0575	-2.2583
0.058	-2.21252
0.0585	-2.18201
0.059	-2.16675
0.0595	-2.16675
0.06	-2.19727
0.0605	-2.24304
0.061	-2.28882
0.0615	-2.36511
0.062	-2.44141
0.0625	-2.54822
