0	0.396729	
0.0005	1.05286	
0.001	1.72424	
0.0015	2.38037	
0.002	3.0365	
0.0025	3.67737	
0.003	4.30298	
0.0035	4.88281	
0.004	5.41687	
0.0045	5.90515	
0.005	6.3324	
0.0055	6.69861	
0.006	7.00378	
0.0065	7.24792	
0.007	7.44629	
0.0075	7.56836	
0.008	7.64465	
0.0085	7.67517	
0.009	7.65991	
0.0095	7.59888	
0.01	7.52258	
0.0105	7.40051	
0.011	7.26318	
0.0115	7.1106	
0.012	6.92749	
0.0125	6.74438	
0.013	6.53076	
0.0135	6.30188	
0.014	6.05774	
0.0145	5.79834	
0.015	5.53894	
0.0155	5.27954	
0.016	5.02014	
0.0165	4.76074	
0.017	4.50134	
0.0175	4.24194	
0.018	3.96729	
0.0185	3.69263	
0.019	3.41797	
0.0195	3.12805	
0.02	2.86865	
0.0205	2.59399	
0.021	2.33459	
0.0215	2.10571	
0.022	1.87683	
0.0225	1.66321	
0.023	1.46484	
0.0235	1.297	
0.024	1.14441	
0.0245	1.00708	
0.025	0.900269	
0.0255	0.793457	
0.026	0.701904	
0.0265	0.610352	
0.027	0.50354	
0.0275	0.411987	
0.028	0.305176	
0.0285	0.213623	
0.029	0.106812	
0.0295	-0.0152588	
0.03	-0.137329	
0.0305	-0.289917	
0.031	-0.457764	
0.0315	-0.656128	
0.032	-0.900269	
0.0325	-1.15967	
0.033	-1.46484	
0.0335	-1.80054	
0.034	-2.15149	
0.0345	-2.5177	
0.035	-2.89917	
0.0355	-3.26538	
0.036	-3.64685	
0.0365	-4.01306	
0.037	-4.36401	
0.0375	-4.69971	
0.038	-5.0354	
0.0385	-5.35583	
0.039	-5.66101	
0.0395	-5.95093	
0.04	-6.24084	
0.0405	-6.50024	
0.041	-6.75964	
0.0415	-7.00378	
0.042	-7.23267	
0.0425	-7.43103	
0.043	-7.62939	
0.0435	-7.79724	
0.044	-7.93457	
0.0445	-8.04138	
0.045	-8.11768	
0.0455	-8.17871	
0.046	-8.17871	
0.0465	-8.16345	
0.047	-8.11768	
0.0475	-8.02612	
0.048	-7.90405	
0.0485	-7.75146	
0.049	-7.58362	
0.0495	-7.37	
0.05	-7.14111	
0.0505	-6.89697	
0.051	-6.65283	
0.0515	-6.39343	
0.052	-6.13403	
0.0525	-5.88989	
0.053	-5.64575	
0.0535	-5.41687	
0.054	-5.18799	
0.0545	-4.97437	
0.055	-4.76074	
0.0555	-4.54712	
0.056	-4.34875	
0.0565	-4.16565	
0.057	-3.98254	
0.0575	-3.8147	
0.058	-3.66211	
0.0585	-3.50952	
0.059	-3.35693	
